well_id,well_name,latitude,longitude,well_type,well_status,well_result,field_name,field_code,field_operator,field_result,block_name,block_area_sqkm
L16-10,L16-10,53.02477401,4.18423762,Hydrocarbon exploration,Abandoned,Oil,,,,,L16,414.053084625
P04-01,P04-01,52.77546701,3.26847794,Hydrocarbon exploration,Abandoned,Dry,,,,,P04,170.272562981
P05-01,P05-01,52.76485718,3.41453744,Hydrocarbon exploration,Abandoned,Dry,,,,,P05,417.17070305
P05-02,P05-02,52.82258153,3.44125857,Hydrocarbon exploration,Abandoned,Oil shows,,,,,P05,417.17070305
P05-03,P05-03,52.79522073,3.54795651,Hydrocarbon exploration,Abandoned,Oil shows,,,,,P05,417.17070305
P05-04,P05-04,52.7784147,3.55823497,Hydrocarbon exploration,Abandoned,Oil shows,,,,,P05,417.17070305
P06-01,P06-01,52.72697168,3.83454891,Hydrocarbon exploration,Abandoned,Gas,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
P06-02,P06-02,52.73616779,3.96394074,Hydrocarbon exploration,Abandoned,Gas,,,,,P06,417.192386699
P06-B-02,P06-B-02,52.73738838,3.80371454,Hydrocarbon evaluation,Abandoned,Gas,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
P06-04,P06-04,52.75713817,3.72698976,Hydrocarbon evaluation,Abandoned,Technical failure,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
P06-04A,P06-04A,52.75633254,3.72621206,Hydrocarbon evaluation,Abandoned,Gas,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
P06-C-02,P06-C-02,52.71881025,3.8284684,Hydrocarbon development,Abandoned,Gas,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
E04-01,E04-01,54.68545885,3.21955132,Hydrocarbon exploration,Abandoned,Dry,,,,,E04,397.939738299
K03-01,K03-01,53.96373273,3.69028497,Hydrocarbon exploration,Abandoned,Gas,K02b-A,K02-FA,Eni Energy Netherlands B.V.,Gas,K03,406.040254525
Q10-03,Q10-03,52.45407257,4.20492156,Hydrocarbon exploration,Abandoned,Gas,Q10-Beta,Q10-B,Kistos NL2 B.V.,Gas,Q10,420.377447068
L14-A-02,L14-A-02,53.30708052,4.45054689,Hydrocarbon development,Abandoned,Dry,L14-FA,L14-S,Transcanada International Ltd.,Gas,L14,412.504796691
L08-G-03,L08-G-03,53.58123291,4.60399791,Hydrocarbon evaluation,Abandoned,Gas,L08-G,L08-G,Wintershall Noordzee B.V.,Gas,L08,409.311271825
L08-G-03-S2,L08-G-03-S2,53.58123291,4.60399791,Hydrocarbon development,Abandoned,Gas,L08-G,L08-G,Wintershall Noordzee B.V.,Gas,L08,409.311271825
L08-G-03-S1,L08-G-03-S1,53.58123291,4.60399791,Hydrocarbon development,Abandoned,Technical failure,L08-G,L08-G,Wintershall Noordzee B.V.,Gas,L08,409.311271825
K16-05,K16-05,53.12393795,3.14211154,Hydrocarbon exploration,Abandoned,Technical failure,K16-5,K16-5, ,Gas,K16,266.57116582
K16-05-S1,K16-05-S1,53.12393795,3.14211154,Hydrocarbon exploration,Abandoned,Gas,K16-5,K16-5, ,Gas,K16,266.57116582
Q07-05,Q07-05,52.60461171,4.29992513,Hydrocarbon exploration,Abandoned,Dry,,,,,Q07,418.801547119
G13-01,G13-01,54.23034219,5.24884433,Hydrocarbon exploration,Abandoned,Dry,,,,,G13,402.98792369
F18-09-S2,F18-09-S2,54.1019713,4.75561336,Hydrocarbon exploration,Abandoned,Dry,F18-FA (Fregat),F18-FA, ,Olie,F18,404.543651538
P12-C-02,P12-C-02,52.40892568,3.85976717,Hydrocarbon exploration,Abandoned,Gas,P12-C,P12-C,Wintershall Noordzee B.V.,Gas,P12,420.345233607
P12-C-02-S1,P12-C-02-S1,52.40892568,3.85976717,Hydrocarbon evaluation,Abandoned,Dry,P12-C,P12-C,Wintershall Noordzee B.V.,Gas,P12,420.345233607
F12-04,F12-04,54.44453457,4.70398483,Hydrocarbon exploration,Abandoned,Technical failure,,,,,F12,401.315557749
OSH-03-S3,OSH-03-S3,52.7427969,6.71264187,Hydrocarbon development,Closed-in,Gas,Oosterhesselen,OSH,Nederlandse Aardolie Maatschappij B.V.,Gas,,
Q02-06-S1,Q02-06-S1,52.87077337,4.48703583,Hydrocarbon development,Abandoned,Technical failure,Q02-A,Q02-A, ,Gas,Q02,335.864634927
L10-35,L10-35,53.35628066,4.04313976,Hydrocarbon exploration,Abandoned,Dry,,,,,L10,410.868387744
OPK-04,OPK-04,53.11184292,6.99610363,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
BRW-01-S1,BRW-01-S1,53.29032536,7.01683083,Hydrocarbon development by injection,Abandoned,Technical failure,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
K01-05,K01-05,53.89276059,3.30772384,Hydrocarbon exploration,Abandoned,Dry,,,,,K01,406.011298534
P06-A-05,P06-A-05,52.75527733,3.75615723,Hydrocarbon evaluation,Abandoned,Technical failure,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
P06-06,P06-06,52.79611148,3.71362717,Hydrocarbon exploration,Abandoned,Gas,P06-Northwest,P06 NW,Wintershall Noordzee B.V.,Gas,P06,417.192386699
P06-A-04,P06-A-04,52.75527733,3.75615723,Hydrocarbon development,Abandoned,Gas,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
P07-01,P07-01,52.5447366,3.1932608,Hydrocarbon exploration,Abandoned,Dry,,,,,P07,221.48788294
P08-01,P08-01,52.5355999,3.41904438,Hydrocarbon exploration,Abandoned,Dry,,,,,P08,418.75028193
P08-02,P08-02,52.58282617,3.6526598,Hydrocarbon exploration,Abandoned,Oil,P08-A Horizon-West,P08-A, ,Olie,P08,418.75028193
P08-03-S2,P08-03-S2,52.58282617,3.6526598,Hydrocarbon evaluation,Abandoned,Oil,P08-A Horizon-West,P08-A, ,Olie,P08,418.75028193
P09-01A,P09-01A,52.53793686,3.74649672,Hydrocarbon exploration,Abandoned,Oil,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,P09,418.770966412
P09-02,P09-02,52.56129841,3.71927317,Hydrocarbon evaluation,Abandoned,Oil,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,P09,418.770966412
P09-03,P09-03,52.53449257,3.76619181,Hydrocarbon evaluation,Abandoned,Oil,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,P09,418.770966412
P10-01,P10-01,52.46262239,3.14748432,Hydrocarbon exploration,Abandoned,Dry,,,,,P10,354.435217404
P12-01,P12-01,52.38779459,3.87600429,Hydrocarbon exploration,Abandoned,Gas and oil shows,P12-C,P12-C,Wintershall Noordzee B.V.,Gas,P12,420.345233607
P12-03,P12-03,52.41618374,3.8163909,Hydrocarbon exploration,Abandoned,Oil and gas,P12-West (P12-3),P12-3,Wintershall Noordzee B.V.,Olie en Gas,P12,420.345233607
P12-04,P12-04,52.41623934,3.8163631,Hydrocarbon evaluation,Abandoned,Dry,P12-West (P12-3),P12-3,Wintershall Noordzee B.V.,Olie en Gas,P12,420.345233607
P12-04-S1,P12-04-S1,52.41623934,3.8163631,Hydrocarbon evaluation,Abandoned,Oil shows,P12-West (P12-3),P12-3,Wintershall Noordzee B.V.,Olie en Gas,P12,420.345233607
P12-A-01,P12-A-01,52.37598976,3.97284041,Hydrocarbon exploration,Abandoned,Dry,,,,,P12,420.345233607
P13-01,P13-01,52.21519838,3.19549275,Hydrocarbon exploration,Abandoned,Dry,,,,,P13,421.884138407
P13-02,P13-02,52.26678235,3.10862804,Hydrocarbon exploration,Abandoned,Dry,,,,,P13,421.884138407
P15-01,P15-01,52.25942922,3.85778536,Hydrocarbon exploration,Abandoned,Oil and gas,P15 Rijn,Rijn,TAQA Offshore B.V.,Olie,P15,421.916427151
P15-02,P15-02,52.29012554,3.93592528,Hydrocarbon exploration,Abandoned,Dry,,,,,P15,421.916427151
P15-RIJN-A-01,P15-RIJN-A-01,52.29026314,3.81628345,Hydrocarbon exploration,Closed-in,Oil,P15 Rijn,Rijn,TAQA Offshore B.V.,Olie,P15,421.916427151
P15-RIJN-B-01,P15-RIJN-B-01,52.30709655,3.77725421,Hydrocarbon evaluation,Abandoned,Oil and gas,P15 Rijn,Rijn,TAQA Offshore B.V.,Olie,P15,421.916427151
P15-RIJN-B-01-S1,P15-RIJN-B-01-S1,52.30709655,3.77725421,Hydrocarbon development,Abandoned,Oil,P15 Rijn,Rijn,TAQA Offshore B.V.,Olie,P15,421.916427151
P15-05,P15-05,52.31676275,3.70286321,Hydrocarbon exploration,Abandoned,Dry,,,,,P15,421.916427151
Q02-01,Q02-01,52.85616085,4.49728376,Hydrocarbon exploration,Abandoned,Dry,,,,,Q02,335.864634927
P03-04-S3,P03-04-S3,52.96859486,3.71543874,Hydrocarbon exploration,Abandoned,Gas,,,,,P03,415.608887593
J06-01-S1,J06-01-S1,53.80359965,2.94357853,Hydrocarbon exploration,Abandoned,Gas,Markham,MHM,Spirit Energy Nederland B.V.,Gas,J06,83.2834334023
P15-E-01-S1,P15-E-01-S1,52.17179605,3.86781032,Hydrocarbon exploration,Producing/Injecting,Oil and gas,P15/P18 Waal,Waal,TAQA Offshore B.V.,Olie,P15,421.916427151
P15-E-01-S1,P15-E-01-S1,52.17179605,3.86781032,Hydrocarbon exploration,Producing/Injecting,Oil and gas,P15-09,P15-9,TAQA Offshore B.V.,Gas,,
L13-FE-101-S1,L13-FE-101-S1,53.3131619,4.24673597,Hydrocarbon exploration,Closed-in,Gas,L13-FE,L13-FE,Tenaz Energy Netherlands B.V.,Gas,L13,412.461310122
F05-03,F05-03,54.76799196,4.58477346,Hydrocarbon exploration,Abandoned,Dry,,,,,F05,398.029977467
P02-08,P02-08,52.90911179,3.41129712,Hydrocarbon evaluation,Abandoned,Gas,P02-E,P02-E, ,Gas,P02,415.586841923
F14-06,F14-06,54.19733871,4.52836555,Hydrocarbon exploration,Abandoned,Oil,,,,,F14,402.885385029
F14-06-S1,F14-06-S1,54.19733871,4.52836555,Hydrocarbon evaluation,Abandoned,Dry,,,,,F14,402.885385029
A18-02,A18-02,55.11540361,3.81061649,Hydrocarbon exploration,Abandoned,Technical failure,A18-FA,A18-FA,Petrogas E&P Netherlands B.V.,Gas,A18,394.713271659
A18-02-S1,A18-02-S1,55.11540361,3.81061649,Hydrocarbon exploration,Abandoned,Technical failure,A18-FA,A18-FA,Petrogas E&P Netherlands B.V.,Gas,A18,394.713271659
A18-02-S2,A18-02-S2,55.11540361,3.81061649,Hydrocarbon exploration,Abandoned,Gas,A18-FA,A18-FA,Petrogas E&P Netherlands B.V.,Gas,A18,394.713271659
L10-S-01,L10-S-01,53.45063645,4.0500602,Hydrocarbon exploration,Abandoned,Gas,L10-S1,L10-S1,Placid International Oil Ltd.,Gas,L10,410.868387744
P06-B-03,P06-B-03,52.73738838,3.80371454,Hydrocarbon development,Abandoned,Gas with oil shows,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
K18-KOTTER-10,K18-KOTTER-10,53.08148455,3.96443042,Hydrocarbon development,Abandoned,Oil,Kotter,Kotter,Wintershall Noordzee B.V.,Olie,K18,414.01740202
K18-KOTTER-10-S1,K18-KOTTER-10-S1,53.08148455,3.96443042,Hydrocarbon development,Abandoned,Oil,Kotter,Kotter,Wintershall Noordzee B.V.,Olie,K18,414.01740202
Q01-22,Q01-22,52.89111181,4.22360649,Hydrocarbon exploration,Abandoned,Dry,,,,,Q01,415.641231765
P18-01,P18-01,52.15950971,3.88145831,Hydrocarbon exploration,Abandoned,Oil and gas,P15/P18 Waal,Waal,TAQA Offshore B.V.,Olie,P18,408.847438061
P18-01,P18-01,52.15950971,3.88145831,Hydrocarbon exploration,Abandoned,Oil and gas,P15-09,P15-9,TAQA Offshore B.V.,Gas,,
P09-HORIZON-A-01,P09-HORIZON-A-01,52.55255117,3.74102116,Hydrocarbon evaluation,Abandoned,Technical failure,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,P09,418.770966412
P09-HORIZON-A-01-S1,P09-HORIZON-A-01-S1,52.55255117,3.74102116,Hydrocarbon evaluation,Abandoned,Oil,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,P09,418.770966412
L12-05,L12-05,53.47834012,4.81593987,Hydrocarbon exploration,Abandoned,Gas,L12-FD,L12-FD, ,Gas,L12,410.72212597
K10-B-08,K10-B-08,53.36179141,3.2524803,Hydrocarbon development,Abandoned,Gas,K10-B (gas),K10-B,Wintershall Noordzee B.V.,Gas,K10,374.682555089
K09AB-A-02,K09AB-A-02,53.5200548,3.9923899,Hydrocarbon development,Closed-in,Gas,K09ab-A,K09ab-A,Eni Energy Netherlands B.V.,Gas,K09,409.24468442
L09-03,L09-03,53.54017472,4.73915822,Hydrocarbon exploration,Abandoned,Gas,L09-FA,L09-FA,Tenaz Energy Netherlands B.V.,Gas,L09,409.359900505
J06-04,J06-04,53.76567333,2.93707789,Hydrocarbon exploration,Abandoned,Gas,,,,,J06,83.2834334023
P11-03,P11-03,52.37330781,3.34338621,Hydrocarbon exploration,Abandoned,Oil and gas,P11b De Ruyter,P11-Ruyter,Dana Petroleum Netherlands B.V.,Olie,P11,420.321130842
K04-10,K04-10,53.76516241,3.19514315,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,K04a-B,K04-B,TotalEnergies EP Nederland B.V.,Gas,K04,407.616754379
K04-10-S2,K04-10-S2,53.76516241,3.19514315,Hydrocarbon exploration,Producing/Injecting,Gas,K04a-B,K04-B,TotalEnergies EP Nederland B.V.,Gas,K04,407.616754379
G16-05,G16-05,54.00479391,5.08328331,Hydrocarbon exploration,Abandoned,Dry,,,,,G16,404.59999632
P02-NE-02,P02-NE-02,52.98396797,3.498319,Hydrocarbon evaluation,Abandoned,Gas,P02-NE,P02-NE,Wintershall Noordzee B.V.,Gas,P02,415.586841923
P02-NE-02-S1,P02-NE-02-S1,52.98396797,3.498319,Hydrocarbon development,Abandoned,Technical failure,P02-NE,P02-NE,Wintershall Noordzee B.V.,Gas,P02,415.586841923
P02-NE-02-S2,P02-NE-02-S2,52.98396797,3.498319,Hydrocarbon development,Abandoned,Gas,P02-NE,P02-NE,Wintershall Noordzee B.V.,Gas,P02,415.586841923
K01-03,K01-03,53.8594467,3.03247206,Hydrocarbon evaluation,Suspended,Gas,K01-A Unit,K01-A,TotalEnergies EP Nederland B.V.,Gas,K01,406.011298534
P18-A-05-S1,P18-A-05-S1,52.1270093,3.93798562,Hydrocarbon development,Closed-in,Gas,,,,,P18,408.847438061
P18-A-06,P18-A-06,52.1270093,3.93798562,Hydrocarbon evaluation,Suspended,Gas,,,,,P18,408.847438061
P18-A-06-S1,P18-A-06-S1,52.1270093,3.93798562,Hydrocarbon evaluation,Suspended,Gas,,,,,P18,408.847438061
K12-12,K12-12,53.47353596,3.68367528,Hydrocarbon exploration,Abandoned,Gas,,,,,K12,410.840259954
K10-16,K10-16,53.46357061,3.33101948,Hydrocarbon exploration,Abandoned,Dry,,,,,K10,374.682555089
D18-01,D18-01,54.15209105,2.82357128,Hydrocarbon exploration,Suspended,Gas,D18a-A,D18-FA,Neptune Energy Netherlands B.V.,Gas,D18,197.596504484
K09C-A-05,K09C-A-05,53.65253024,3.87285475,Hydrocarbon development,Abandoned,Gas,K09c-A,K09c-A,Neptune Energy Netherlands B.V.,Gas,K09,409.24468442
K08-12-S1,K08-12-S1,53.65173606,3.4085301,Hydrocarbon exploration,Abandoned,Gas,K08-FD,K08-FD,Tenaz Energy Netherlands B.V.,Gas,K08,409.224287729
K08-12-S2,K08-12-S2,53.65173606,3.4085301,Hydrocarbon evaluation,Abandoned,Gas,K08-FD,K08-FD,Tenaz Energy Netherlands B.V.,Gas,K08,409.224287729
M09-03,M09-03,53.5220893,5.84513523,Hydrocarbon evaluation,Abandoned,Gas,,,,,M09,358.903956479
L06-05-S1,L06-05-S1,53.69471137,4.94512275,Hydrocarbon exploration,Abandoned,Gas shows,,,,,L06,407.758060729
P06-B-04,P06-B-04,52.73736608,3.80372564,Hydrocarbon evaluation,Abandoned,Gas,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,P06,417.192386699
K09AB-B-02,K09AB-B-02,53.55105897,3.77963358,Hydrocarbon evaluation,Suspended,Gas,K09ab-B,K09ab-B,Eni Energy Netherlands B.V.,Gas,K09,409.24468442
D12-05-S1,D12-05-S1,54.48063011,2.90783149,Hydrocarbon exploration,Abandoned,Gas,D12 Ilmenite,D12-ILM,Wintershall Noordzee B.V.,Gas,D12,253.914016906
G10-03,G10-03,54.45163198,5.14821525,Hydrocarbon exploration,Abandoned,Dry,,,,,G10,397.035364693
M04-04,M04-04,53.75515066,5.06308093,Hydrocarbon exploration,Abandoned,Gas,,,,,M04,407.816408236
P12-C-02-S2,P12-C-02-S2,52.40892568,3.85976717,Hydrocarbon evaluation,Abandoned,Dry,P12-C,P12-C,Wintershall Noordzee B.V.,Gas,P12,420.345233607
K14-10,K14-10,53.29815175,3.37040901,Hydrocarbon exploration,Abandoned,Dry,,,,,K14,412.415007895
K14-10-S1,K14-10-S1,53.29815175,3.37040901,Hydrocarbon exploration,Abandoned,Dry,,,,,K14,412.415007895
L07-H-01,L07-H-01,53.6245043,4.14352377,Hydrocarbon exploration,Abandoned,Gas,L07-H,L07-H,TotalEnergies EP Nederland B.V.,Gas,L07,409.274288575
K12-B-05,K12-B-05,53.34115896,3.89550408,Hydrocarbon development,Closed-in,Gas,K12-B,K12-B,Eni Energy Netherlands B.V.,Gas,K12,410.840259954
P12-08,P12-08,52.46349089,3.82032852,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,,,,,P12,420.345233607
P12-08-S1,P12-08-S1,52.46349089,3.82032852,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,,,,,P12,420.345233607
P12-08-S2,P12-08-S2,52.46349089,3.82032852,Hydrocarbon exploration,Suspended,Gas,,,,,P12,420.345233607
P12-07,P12-07,52.41604358,3.70136589,Hydrocarbon evaluation,Abandoned,Gas,,,,,P12,420.345233607
L07-H-03,L07-H-03,53.62446316,4.14349215,Hydrocarbon exploration,Abandoned,Technical failure,L07-H,L07-H,TotalEnergies EP Nederland B.V.,Gas,L07,409.274288575
L07-H-03-S1,L07-H-03-S1,53.62446316,4.14349215,Hydrocarbon exploration,Abandoned,Gas,L07-H,L07-H,TotalEnergies EP Nederland B.V.,Gas,L07,409.274288575
E17-02,E17-02,54.08151073,3.35746715,Hydrocarbon exploration,Suspended,Gas,,,,,E17,404.413658752
L02-08,L02-08,53.85262909,4.3463825,Hydrocarbon exploration,Abandoned,Gas,,,,,L02,406.107004164
K10-15-S2,K10-15-S2,53.36178301,3.25263191,Hydrocarbon exploration,Abandoned,Technical failure,K10-B (gas),K10-B,Wintershall Noordzee B.V.,Gas,K10,374.682555089
K10-15-S3,K10-15-S3,53.36178301,3.25263191,Hydrocarbon exploration,Abandoned,Gas,K10-B (gas),K10-B,Wintershall Noordzee B.V.,Gas,K10,374.682555089
K06-GT-02,K06-GT-02,53.75278102,3.91489457,Hydrocarbon evaluation,Producing/Injecting,Gas,K06-G,K06-G,TotalEnergies EP Nederland B.V.,Gas,K06,407.643043376
K12-B-07,K12-B-07,53.34115896,3.89550408,Hydrocarbon development,Plugged back and sidetracked,Technical failure,K12-B,K12-B,Eni Energy Netherlands B.V.,Gas,K12,410.840259954
K12-B-07-S1,K12-B-07-S1,53.34115896,3.89550408,Hydrocarbon development,Producing/Injecting,Gas,K12-B,K12-B,Eni Energy Netherlands B.V.,Gas,K12,410.840259954
L16-13,L16-13,53.11990886,4.04257561,Hydrocarbon exploration,Abandoned,Dry,,,,,L16,414.053084625
L10-L-04,L10-L-04,53.41849796,4.18353675,Hydrocarbon development,Abandoned,Technical failure,L10-CDA,L10-CDA,Eni Energy Netherlands B.V.,Gas,L10,410.868387744
L10-L-04-S2,L10-L-04-S2,53.41849796,4.18353675,Hydrocarbon development,Abandoned,Gas,L10-CDA,L10-CDA,Eni Energy Netherlands B.V.,Gas,L10,410.868387744
F02-05,F02-05,54.93901697,4.55400866,Hydrocarbon exploration,Abandoned,Oil,F02a Hanze,F02-HAN,Dana Petroleum Netherlands B.V.,Olie,F02,396.402085727
F02-05,F02-05,54.93901697,4.55400866,Hydrocarbon exploration,Abandoned,Oil,F02a Hanze Pliocene,HANP,Dana Petroleum Netherlands B.V.,Gas,,
K05-D-03,K05-D-03,53.69095754,3.48726023,Hydrocarbon exploration,Producing/Injecting,Gas,K05a-D,K05-D,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
K07-10,K07-10,53.54276993,3.28770482,Hydrocarbon exploration,Suspended,Gas,K07-FD,K07-FD,Tenaz Energy Netherlands B.V.,Gas,K07,407.934181579
A08-01,A08-01,55.53488828,3.63318893,Hydrocarbon exploration,Abandoned,Gas shows,,,,,A08,381.257288911
L10-31,L10-31,53.4206361,4.10803478,Hydrocarbon exploration,Abandoned,Gas,L10-S2,L10-S2,Neptune Energy Netherlands B.V.,Gas,L10,410.868387744
L10-31-S1,L10-31-S1,53.4206361,4.10803478,Hydrocarbon development,Abandoned,Gas,L10-S2,L10-S2,Neptune Energy Netherlands B.V.,Gas,L10,410.868387744
G13-03,G13-03,54.30361284,5.10830425,Hydrocarbon exploration,Abandoned,Dry,,,,,G13,402.98792369
G13-03-S1,G13-03-S1,54.30361284,5.10830425,Hydrocarbon exploration,Abandoned,Dry,,,,,G13,402.98792369
L08-P4-01,L08-P4-01,53.66072924,4.53963552,Hydrocarbon evaluation,Closed-in,Gas,L08-P,L08-P,Wintershall Noordzee B.V.,Gas,L08,409.311271825
K09AB-B-01,K09AB-B-01,53.55106287,3.77963257,Hydrocarbon exploration,Plugged back and sidetracked,Gas,K09ab-B,K09ab-B,Eni Energy Netherlands B.V.,Gas,K09,409.24468442
K11-B-04,K11-B-04,53.4547712,3.66146691,Hydrocarbon development,Abandoned,Gas,K11-FB,K11-FB,GDF Production Nederland B.V.,Gas,K11,410.820839148
F15-08,F15-08,54.20729563,4.87396309,Hydrocarbon exploration,Abandoned,Gas,,,,,F15,402.932275542
K18-KOTTER-04-S3,K18-KOTTER-04-S3,53.08148455,3.96443042,Hydrocarbon development,Abandoned,Oil,Kotter,Kotter,Wintershall Noordzee B.V.,Olie,K18,414.01740202
K05-ENC-05-S1,K05-ENC-05-S1,53.71075325,3.51103141,Hydrocarbon development,Producing/Injecting,Gas,K05a-En,K05-En,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
L06-S-01-S1,L06-S-01-S1,53.81418651,4.98754506,Hydrocarbon development,Abandoned,Gas,L06d-S1,L06-FA,Oranje-Nassau Energie B.V.,Gas,L06,407.758060729
K02-A-02,K02-A-02,53.94867642,3.66234025,Hydrocarbon development,Producing/Injecting,Gas,,,,,K02,406.022194227
EKL-13,EKL-13,53.23904696,6.68336938,Hydrocarbon development,Suspended,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
K04-BE-04,K04-BE-04,53.76515973,3.19518787,Hydrocarbon development,Producing/Injecting,Gas,K04a-B,K04-B,TotalEnergies EP Nederland B.V.,Gas,K04,407.616754379
K17-FA-101,K17-FA-101,53.06290324,3.53738391,Hydrocarbon development,Plugged back and sidetracked,Technical failure,K17-Zechstein,K17-FZ,Tenaz Energy Netherlands B.V.,Gas,K17,413.999344216
OSH-03-S2,OSH-03-S2,52.7427969,6.71264187,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Oosterhesselen,OSH,Nederlandse Aardolie Maatschappij B.V.,Gas,,
GRO-01,GRO-01,52.7166492,4.64408323,Hydrocarbon exploration,Plugged back and sidetracked,Gas,Groet,GRT,TAQA Offshore B.V.,Gas,,
K12-B-09-S1,K12-B-09-S1,53.34115469,3.89545305,Hydrocarbon exploration,Producing/Injecting,Gas,K12-B,K12-B,Eni Energy Netherlands B.V.,Gas,K12,410.840259954
K17-FA-102,K17-FA-102,53.06290314,3.53738396,Hydrocarbon development,Plugged back and sidetracked,Technical failure,K17-Zechstein,K17-FZ,Tenaz Energy Netherlands B.V.,Gas,K17,413.999344216
LWZ-01,LWZ-01,53.3005519,6.29172135,Hydrocarbon evaluation,Closed-in,Gas,Kommerzijl,KMZ,Nederlandse Aardolie Maatschappij B.V.,Gas,,
Q02-06,Q02-06,52.87077337,4.48703583,Hydrocarbon evaluation,Abandoned,Gas,Q02-A,Q02-A, ,Gas,Q02,335.864634927
SGZ-04,SGZ-04,51.99446197,4.14321202,Hydrocarbon development,Closed-in,Gas,,,,,,
K02-A-03,K02-A-03,53.94865012,3.66237299,Hydrocarbon development,Plugged back and sidetracked,Technical failure,,,,,K02,406.022194227
D12-A-03,D12-A-03,54.34234551,2.864585,Hydrocarbon development,Abandoned,Technical failure,D12-A,D12-A,Wintershall Noordzee B.V.,Gas,D12,253.914016906
L10-27,L10-27,53.41552408,4.03953321,Hydrocarbon evaluation,Abandoned,Dry,,,,,L10,410.868387744
J03-02,J03-02,53.87794421,2.98749223,Hydrocarbon exploration,Abandoned,Gas,K01-A Unit,K01-A,TotalEnergies EP Nederland B.V.,Gas,J03,144.639034919
P15-RIJN-A-15,P15-RIJN-A-15,52.29027489,3.81624097,Hydrocarbon development by injection,Closed-in,Water,P15 Rijn,Rijn,TAQA Offshore B.V.,Olie,P15,421.916427151
P15-16,P15-16,52.29027489,3.81624097,Hydrocarbon exploration,Closed-in,Gas,P15 Rijn,Rijn,TAQA Offshore B.V.,Olie,P15,421.916427151
M10-03,M10-03,53.45095399,5.15667161,Hydrocarbon exploration,Abandoned,Gas shows,,,,,M10,195.08919932
L08-10,L08-10,53.55592361,4.5887095,Hydrocarbon exploration,Abandoned,Technical failure,,,,,L08,409.311271825
L08-10-S1,L08-10-S1,53.55592361,4.5887095,Hydrocarbon exploration,Abandoned,Gas,,,,,L08,409.311271825
F14-05,F14-05,54.26236056,4.54332226,Hydrocarbon exploration,Abandoned,Oil,F14-FA,F14-A, ,Olie,F14,402.885385029
K08-11,K08-11,53.50016101,3.60932529,Hydrocarbon exploration,Abandoned,Dry,,,,,K08,409.224287729
L10-F-04,L10-F-04,53.38613663,4.25937296,Hydrocarbon development,Producing/Injecting,Gas,L10-CDA,L10-CDA,Eni Energy Netherlands B.V.,Gas,L10,410.868387744
L01-06,L01-06,53.9124745,4.1030832,Hydrocarbon exploration,Abandoned,Dry,,,,,L01,406.067301434
K11-10,K11-10,53.43815719,3.4485177,Hydrocarbon exploration,Abandoned,Dry,,,,,K11,410.820839148
D15-03,D15-03,54.32425023,2.94038753,Hydrocarbon exploration,Abandoned,Gas,D15a-A,D15-A,Eni Energy Netherlands B.V.,Gas,D15,246.756886787
K12-10,K12-10,53.37098003,3.70436228,Hydrocarbon exploration,Abandoned,Gas shows,,,,,K12,410.840259954
F03-FB-104-S1,F03-FB-104-S1,54.85310999,4.69482913,Hydrocarbon development,Closed-in,Oil and gas,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,F03,396.475752278
L08-P-02,L08-P-02,53.64011771,4.56261174,Hydrocarbon development,Abandoned,Technical failure,L08-P,L08-P,Wintershall Noordzee B.V.,Gas,L08,409.311271825
L08-P-03-S1,L08-P-03-S1,53.64011771,4.56261174,Hydrocarbon development,Abandoned,Gas,L08-P,L08-P,Wintershall Noordzee B.V.,Gas,L08,409.311271825
Q01-HALFWEG-A-02,Q01-HALFWEG-A-02,52.88186255,4.31894524,Hydrocarbon development,Abandoned,Technical failure,Halfweg,HALFWEG,Petrogas E&P Netherlands B.V.,Gas,Q01,415.641231765
