well_id,well_name,latitude,longitude,well_type,well_status,well_result,field_name,field_code,field_operator,field_result,block_name,block_area_sqkm
SCH-059-S2,SCH-059-S2,52.65112021,6.94652386,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-060,SCH-060,52.65662961,6.94107281,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-061,SCH-061,52.66584847,6.87671729,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-061,SCH-061,52.66584847,6.87671729,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-062,SCH-062,52.65118902,6.9522312,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-062-S1,SCH-062-S1,52.65118902,6.9522312,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-063,SCH-063,52.65681057,6.96147758,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-064,SCH-064,52.65366719,6.94421978,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-064-S3,SCH-064-S3,52.65366719,6.94421978,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-065,SCH-065,52.64776282,6.9550797,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-066,SCH-066,52.65128226,6.9696301,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-067,SCH-067,52.65290488,6.89244796,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-067,SCH-067,52.65290488,6.89244796,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-068,SCH-068,52.65444222,6.95500753,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-068-S2,SCH-068-S2,52.65444222,6.95500753,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-069,SCH-069,52.65239508,6.89862323,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-069,SCH-069,52.65239508,6.89862323,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-070,SCH-070,52.64727467,6.97357946,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-071,SCH-071,52.65432843,6.94931294,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-071-S1,SCH-071-S1,52.65432843,6.94931294,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-072,SCH-072,52.67510231,6.87848017,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-072,SCH-072,52.67510231,6.87848017,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-073-S1,SCH-073-S1,52.64978216,6.97427588,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-073-S2,SCH-073-S2,52.64978216,6.97427588,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-074,SCH-074,52.64742557,6.93830913,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-075,SCH-075,52.65365797,6.876186,Hydrocarbon development,Abandoned,Dry,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-075,SCH-075,52.65365797,6.876186,Hydrocarbon development,Abandoned,Dry,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-076,SCH-076,52.65401027,6.93239279,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-077,SCH-077,52.65127231,6.96361444,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-078,SCH-078,52.66498304,6.90182073,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-078,SCH-078,52.66498304,6.90182073,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SLD-05-S1,SLD-05-S1,52.83492145,4.90753828,Hydrocarbon development,Suspended,Gas,Slootdorp,SLD,Vermilion Energy Netherlands B.V.,Gas,,
KWK-01,KWK-01,51.74705944,5.17978537,Hydrocarbon exploration,Abandoned,Gas,,,,,,
TWR-314,TWR-314,52.2233554,6.80460362,Salt mining development,Closed-in,Salt,,,,,,
TWR-315,TWR-315,52.22300076,6.80450129,Salt mining development,Closed-in,Salt,,,,,,
TWR-316,TWR-316,52.22264583,6.80439954,Salt mining development,Closed-in,Salt,,,,,,
TWR-317,TWR-317,52.22063009,6.80405847,Salt mining development,Abandoned,Salt,,,,,,
TWR-318,TWR-318,52.22027526,6.80395644,Salt mining development,Abandoned,Salt,,,,,,
TWR-319,TWR-319,52.21992276,6.80385507,Salt mining development,Abandoned,Salt,,,,,,
TWR-320,TWR-320,52.21757487,6.8033867,Salt mining development,Abandoned,Salt,,,,,,
TWR-321,TWR-321,52.21722406,6.80330969,Salt mining development,Suspended,Salt,,,,,,
TWR-322,TWR-322,52.21686842,6.80323033,Salt mining development,Abandoned,Salt,,,,,,
TWR-323,TWR-323,52.21573716,6.80479404,Salt mining development,Closed-in,Salt,,,,,,
ZDW-A-08,ZDW-A-08,53.1866193,5.16551081,Hydrocarbon development,Plugged back and sidetracked,Gas,Zuidwal,ZDW,Vermilion Energy Netherlands B.V.,Gas,,
ZDW-A-08-VE,ZDW-A-08-VE,53.1866193,5.16551081,Hydrocarbon development,Plugged,Gas,Zuidwal,ZDW,Vermilion Energy Netherlands B.V.,Gas,,
ZDW-A-09,ZDW-A-09,53.18661289,5.16549274,Hydrocarbon development,Closed-in,Gas,Zuidwal,ZDW,Vermilion Energy Netherlands B.V.,Gas,,
ZDW-A-03,ZDW-A-03,53.18658836,5.16554119,Hydrocarbon development,Plugged,Gas,Zuidwal,ZDW,Vermilion Energy Netherlands B.V.,Gas,,
ZLV-06,ZLV-06,53.08555855,6.74927293,Hydrocarbon development,Suspended,Gas,,,,,,
ZWD-KNZ-08,ZWD-KNZ-08,53.08766642,6.9375954,Salt mining development,Producing/Injecting,Salt,,,,,,
ZWD-02,ZWD-02,53.11957513,6.94980522,Hydrocarbon evaluation,Plugged back and sidetracked,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZWD-02-S1,ZWD-02-S1,53.11957513,6.94980522,Hydrocarbon evaluation,Observing,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZWD-KNZ-09,ZWD-KNZ-09,53.08779848,6.93323474,Salt mining development,Producing/Injecting,Salt,,,,,,
WYK-31,WYK-31,52.68562904,6.3556981,Hydrocarbon development,Closed-in,Gas,De Wijk,WYK,Nederlandse Aardolie Maatschappij B.V.,Gas,,
BIR-13,BIR-13,53.37488875,6.88575617,Hydrocarbon evaluation,Plugged back and sidetracked,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
BIR-13-S1,BIR-13-S1,53.37488875,6.88575617,Hydrocarbon evaluation,Suspended,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
BIR-13-S2,BIR-13-S2,53.37488875,6.88575617,Hydrocarbon evaluation,Suspended,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
WYK-32,WYK-32,52.7335083,6.28811062,Hydrocarbon development,Producing/Injecting,Gas,De Wijk,WYK,Nederlandse Aardolie Maatschappij B.V.,Gas,,
TEW-01,TEW-01,53.36630857,5.14681086,Hydrocarbon exploration,Abandoned,Technical failure,,,,,,
ZPD-04,ZPD-04,53.20332101,6.9867805,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZPD-05,ZPD-05,53.20394175,6.98661217,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZPD-06,ZPD-06,53.20456258,6.98644383,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZPD-07,ZPD-07,53.20518395,6.98627537,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZPD-08,ZPD-08,53.20528474,6.98731058,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZPD-09,ZPD-09,53.20466391,6.98747861,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZPD-10,ZPD-10,53.20404317,6.98764663,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZPD-11,ZPD-11,53.20342216,6.98781464,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZRP-01,ZRP-01,53.34650547,6.73851327,Hydrocarbon evaluation,Observing,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZST-01,ZST-01,52.05771136,5.24563862,Hydrocarbon exploration,Abandoned,Dry,,,,,,
ZUR-01,ZUR-01,53.1230614,5.3429021,Hydrocarbon exploration,Abandoned,Dry,,,,,,
ZUW-01-S1,ZUW-01-S1,52.62194069,6.48103344,Hydrocarbon exploration,Abandoned,Dry,,,,,,
ZVH-01-S1,ZVH-01-S1,53.11859415,6.34165181,Hydrocarbon exploration,Suspended,Gas,Zevenhuizen,ZVH,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-01,ZVN-01,53.19065968,6.85488535,Hydrocarbon evaluation,Abandoned,Technical failure,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-02,ZVN-02,53.19072226,6.85713524,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-03,ZVN-03,53.19074182,6.85608908,Hydrocarbon development,Plugged back and sidetracked,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-03-S1,ZVN-03-S1,53.19074182,6.85608908,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-04,ZVN-04,53.19076137,6.85504247,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-05,ZVN-05,53.19078102,6.85399526,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-06,ZVN-06,53.19080055,6.8529491,Hydrocarbon development,Suspended,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-07,ZVN-07,53.19142923,6.85298192,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-08,ZVN-08,53.19140979,6.85402825,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-09,ZVN-09,53.19139042,6.85507489,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZVN-10,ZVN-10,53.19137096,6.85612152,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
TWR-032,TWR-032,52.241705,6.79095423,Salt mining development,Abandoned,Salt,,,,,,
TWR-033,TWR-033,52.24026626,6.7909967,Salt mining development,Abandoned,Salt,,,,,,
TWR-034,TWR-034,52.23999652,6.79100283,Salt mining development,Abandoned,Salt,,,,,,
TWR-035,TWR-035,52.23865575,6.79112161,Salt mining development,Abandoned,Salt,,,,,,
TWR-036,TWR-036,52.2384045,6.7910844,Salt mining development,Abandoned,Salt,,,,,,
TWR-037,TWR-037,52.24384115,6.7867574,Salt mining development,Abandoned,Salt,,,,,,
TWR-038,TWR-038,52.24272031,6.78644685,Salt mining development,Abandoned,Salt,,,,,,
TWR-039,TWR-039,52.24144643,6.78623109,Salt mining development,Abandoned,Salt,,,,,,
TWR-040,TWR-040,52.2399094,6.7854653,Salt mining development,Abandoned,Salt,,,,,,
TWR-041,TWR-041,52.23969496,6.78535607,Salt mining development,Abandoned,Salt,,,,,,
TWR-042,TWR-042,52.23835378,6.79383545,Salt mining development,Abandoned,Salt,,,,,,
TWR-043,TWR-043,52.23809198,6.79392967,Salt mining development,Abandoned,Salt,,,,,,
TWR-044,TWR-044,52.24300554,6.79963775,Salt mining development,Abandoned,Salt,,,,,,
TWR-045,TWR-045,52.24226583,6.80008138,Salt mining development,Abandoned,Salt,,,,,,
TWR-046,TWR-046,52.241501,6.80037046,Salt mining development,Abandoned,Salt,,,,,,
TWR-047,TWR-047,52.24073079,6.80065935,Salt mining development,Abandoned,Salt,,,,,,
TWR-048,TWR-048,52.23998172,6.80105873,Salt mining development,Abandoned,Salt,,,,,,
TWR-049,TWR-049,52.23923938,6.80149637,Salt mining development,Abandoned,Salt,,,,,,
TWR-050,TWR-050,52.23857121,6.80189536,Salt mining development,Abandoned,Salt,,,,,,
TWR-051,TWR-051,52.23844091,6.79896285,Salt mining development,Closed-in,Salt,,,,,,
TWR-052,TWR-052,52.23769658,6.79934188,Salt mining development,Abandoned,Salt,,,,,,
TWR-053,TWR-053,52.23693841,6.79967654,Salt mining development,Closed-in,Salt,,,,,,
TWR-054,TWR-054,52.2361801,6.80002143,Salt mining development,Abandoned,Salt,,,,,,
TWR-055,TWR-055,52.23543032,6.80025531,Salt mining development,Abandoned,Salt,,,,,,
TWR-056,TWR-056,52.23465577,6.80060553,Salt mining development,Abandoned,Salt,,,,,,
TWR-057,TWR-057,52.23645572,6.79017374,Salt mining development,Abandoned,Salt,,,,,,
TWR-059,TWR-059,52.23596787,6.79264734,Salt mining development,Abandoned,Salt,,,,,,
TWR-060,TWR-060,52.23351372,6.79288754,Salt mining development,Abandoned,Salt,,,,,,
TWR-061,TWR-061,52.2332176,6.79412699,Salt mining development,Abandoned,Salt,,,,,,
TWR-062,TWR-062,52.23291541,6.7953472,Salt mining development,Abandoned,Salt,,,,,,
TWR-063,TWR-063,52.24114822,6.8042308,Salt mining development,Abandoned,Salt,,,,,,
SCH-078-S3,SCH-078-S3,52.66498304,6.90182073,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-078-S3,SCH-078-S3,52.66498304,6.90182073,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-079,SCH-079,52.65615657,6.92283094,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-080,SCH-080,52.65853591,6.90898922,Hydrocarbon development,Suspended,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-080-S1,SCH-080-S1,52.65853591,6.90898922,Hydrocarbon development,Suspended,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-081,SCH-081,52.65898771,6.91447451,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-081-S1,SCH-081-S1,52.65898771,6.91447451,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-082,SCH-082,52.65899589,6.91942678,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-083,SCH-083,52.6561428,6.92806297,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-084,SCH-084,52.65306719,6.91984091,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-085,SCH-085,52.65420469,6.90192235,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-085,SCH-085,52.65420469,6.90192235,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-086,SCH-086,52.64616895,6.95802278,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-087,SCH-087,52.65154277,6.92929103,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-088,SCH-088,52.68183975,6.88878065,Hydrocarbon development by injection,Abandoned,Water,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-089,SCH-089,52.65158341,6.86741066,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-089,SCH-089,52.65158341,6.86741066,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-090,SCH-090,52.650128,6.86156832,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-090,SCH-090,52.650128,6.86156832,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-090-S1,SCH-090-S1,52.650128,6.86156832,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-090-S1,SCH-090-S1,52.650128,6.86156832,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-091,SCH-091,52.65000937,6.85590404,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-091,SCH-091,52.65000937,6.85590404,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-092,SCH-092,52.65116637,7.05438764,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-093,SCH-093,52.64921644,6.85023214,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-093,SCH-093,52.64921644,6.85023214,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-094,SCH-094,52.65063646,6.84512151,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-094,SCH-094,52.65063646,6.84512151,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-094-S1,SCH-094-S1,52.65063646,6.84512151,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-094-S1,SCH-094-S1,52.65063646,6.84512151,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-095,SCH-095,52.66205791,6.96907193,Hydrocarbon development by injection,Abandoned,Dry,,,,,,
SCH-096,SCH-096,52.65194795,6.83931233,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-096,SCH-096,52.65194795,6.83931233,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-078-S2,SCH-078-S2,52.66498304,6.90182073,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-078-S2,SCH-078-S2,52.66498304,6.90182073,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-097,SCH-097,52.65211343,6.8331104,Hydrocarbon development,Abandoned,Technical failure,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-097,SCH-097,52.65211343,6.8331104,Hydrocarbon development,Abandoned,Technical failure,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-097A,SCH-097A,52.6522031,6.83312813,Hydrocarbon development by injection,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-097A,SCH-097A,52.6522031,6.83312813,Hydrocarbon development by injection,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-098,SCH-098,52.64756196,7.05438398,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-099,SCH-099,52.64965385,6.82766486,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-100,SCH-100,52.6509668,6.85843371,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-100,SCH-100,52.6509668,6.85843371,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-101,SCH-101,52.67844331,6.84168166,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-101,SCH-101,52.67844331,6.84168166,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-102,SCH-102,52.67417324,6.80828459,Hydrocarbon development,Abandoned,Dry,Dalen,DAL,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-103,SCH-103,52.6803318,6.84453932,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-103,SCH-103,52.6803318,6.84453932,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-103-S1,SCH-103-S1,52.6803318,6.84453932,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-103-S1,SCH-103-S1,52.6803318,6.84453932,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
TEW-01-S2,TEW-01-S2,53.36630857,5.14681086,Hydrocarbon exploration,Abandoned,Technical failure,,,,,,
TEW-01-S4,TEW-01-S4,53.36630857,5.14681086,Hydrocarbon exploration,Abandoned,Technical failure,,,,,,
TEW-01-S5,TEW-01-S5,53.36630857,5.14681086,Hydrocarbon exploration,Abandoned,Gas,,,,,,
DVN-01,DVN-01,52.44712827,6.70254988,Hydrocarbon exploration,Abandoned,Dry,,,,,,
WYK-33-S1,WYK-33-S1,52.73337548,6.28772842,Hydrocarbon development,Suspended,Gas,De Wijk,WYK,Nederlandse Aardolie Maatschappij B.V.,Gas,,
MSV-01,MSV-01,51.95181662,4.04547424,Hydrocarbon exploration,Abandoned,Technical failure,,,,,,
MSV-01-S1,MSV-01-S1,51.95181662,4.04547424,Hydrocarbon exploration,Abandoned,Technical failure,,,,,,
MSV-01-S2,MSV-01-S2,51.95181662,4.04547424,Hydrocarbon exploration,Abandoned,Dry,,,,,,
RSW-09-S1,RSW-09-S1,52.83622128,7.06887657,Hydrocarbon development,Suspended,Gas,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,,
BKZ-01,BKZ-01,51.52090649,5.19516788,Hydrocarbon exploration,Abandoned,Oil shows,,,,,,
WAV-13,WAV-13,52.71102963,6.20785474,Hydrocarbon development,Suspended,Gas,Wanneperveen,WAV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
TJM-02,TJM-02,53.26971831,6.88628484,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
TJM-02-S1,TJM-02-S1,53.26971831,6.88628484,Hydrocarbon exploration,Suspended,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
TJM-02-S2,TJM-02-S2,53.26971831,6.88628484,Hydrocarbon development,Suspended,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
KHM-01,KHM-01,53.17942639,6.72493577,Hydrocarbon evaluation,Observing,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
LUT-06,LUT-06,52.32972214,7.01288156,Hydrocarbon exploration,Suspended,Gas,De Lutte,LUT,Nederlandse Aardolie Maatschappij B.V.,Gas,,
WAV-14-S1,WAV-14-S1,52.72441234,6.19349033,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Wanneperveen,WAV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
FRM-01,FRM-01,53.32438608,6.93754942,Hydrocarbon evaluation,Plugged back and sidetracked,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
FRM-01-S1,FRM-01-S1,53.32438608,6.93754942,Hydrocarbon evaluation,Suspended,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
FRM-01-S2,FRM-01-S2,53.32438608,6.93754942,Hydrocarbon evaluation,Suspended,Technical failure,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
