well_id,well_name,latitude,longitude,coordinate_system,well_type,status,result,trajectory,operator,drilling_contractor,platform,start_date,end_date,end_depth_m,end_depth_unit,vertical_depth_m,true_vertical_depth_m,deviation_m,max_deviation_m,field_name,field_code,field_operator,field_result,field_status,block_name,block_area_sqkm,in_field,in_block,field_count,block_count
AKM-09,AKM-09,53.09063431,5.99053753,RD,Hydrocarbon exploration,Abandoned,Gas,Deviated,Chevron Oil Company of the Netherlands,Deutsche Schachtbau und Tiefbohrgesellschaft,DST No. 24,1979-11-20,1980-01-07,2603,Kelly Bushing,2486.85,2481.49,190.95,504.57,Akkrum 9,AKM9,,,,,,No,No,0,0
AKM-10,AKM-10,53.1151497,6.02986205,RD,Hydrocarbon development,Abandoned,Technical failure,Deviated,Chevron International Oil Company B.V.,Neddrill,Deutag T-10,1978-05-08,1978-05-24,815,Kelly Bushing,794.46,787.81,76.3,-100.31,Opeinde-Zuid,OPS,,,,,,No,No,0,0
AKM-11,AKM-11,53.02261884,6.16483464,RD,Hydrocarbon exploration,Abandoned,Gas,Deviated,Chevron Oil Company of the Netherlands,Neddrill Nederland B.V.,T-10,1978-08-10,1978-10-19,2513,Kelly Bushing,2467.99,2456.49,269.85,-120.32,Hemrik (Akkrum 11),AKM11,Kistos NL1 B.V.,Gas,Abandoned,,,Yes,No,1,0
AKM-12,AKM-12,53.09431519,6.02292949,RD,Hydrocarbon development,Abandoned,Gas,Deviated,Chevron Oil Company of the Netherlands,Neddrill,T-10,1978-10-26,1979-01-10,2688,Kelly Bushing,2416.59,2410.04,-758.79,124.52,Akkrum 3,AKM3,Chevron U.S.A. Inc.,Gas,Abandoned,,,Yes,No,1,0
AKM-13,AKM-13,53.06647834,5.93665168,RD,Hydrocarbon exploration,Abandoned,Gas,Vertical,Chevron Oil Company of the Netherlands,Deutsche Schachtbau-und Tiefbohrgesellschaft GmbH,DST No. 24,1980-01-12,1980-03-05,2400,Kelly Bushing,2399.96,2394.56,-1.7,-0.68,Akkrum 13,AKM13,Chevron U.S.A. Inc.,Gas,Abandoned,,,Yes,No,1,0
AKM-14-S1,AKM-14-S1,53.11814521,5.99196573,RD,Hydrocarbon development,Abandoned,Gas,Deviated,Chevron Oil Company of the Netherlands B.V.,Kenting Drilling B.V.,Rig no. 21,1981-06-20,1981-07-13,2188,Kelly Bushing,1954.65,1945.25,-808.64,-227.05,Akkrum 1,AKM1,Chevron U.S.A. Inc.,Gas,Abandoned,,,Yes,No,1,0
AKM-15,AKM-15,53.09135628,6.18316117,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,Chevron Oil Company of the Netherlands,Kenting Drilling B.V.,Rig no. 21,1981-11-28,1981-12-30,2144,Rotary Table,1976.95,1964.81,-531.86,101.71,,,,,,,,No,No,0,0
AKM-16,AKM-16,53.11848118,5.99212859,RD,Hydrocarbon development,Abandoned,Gas,Deviated,Chevron Oil Company of the Netherlands,Kenting Drilling B.V.,Rig No. 21,1981-09-13,1981-11-22,2545,Kelly Bushing,2414.54,2405.53,-463.43,-127.02,Akkrum 1,AKM1,Chevron U.S.A. Inc.,Gas,Abandoned,,,Yes,No,1,0
ALD-01,ALD-01,51.8711441,4.67468551,RD,Hydrocarbon exploration,Abandoned,Oil and gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1957-07-17,1957-09-07,1650,Rotary Table,1649.9,1646.07,-5.34,4.9,Alblasserdam,ALD, ,Olie,Production planned > 5 years,,,Yes,No,1,0
ALE-01,ALE-01,52.37566421,5.1941086,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Amoco Netherlands Petroleum Company,Forex,Rig N. 4,1976-07-05,1976-07-28,1877,Kelly Bushing,1875.44,1873.54,-8.18,-56.88,,,,,,,,No,No,0,0
ALK-01,ALK-01,52.60304103,4.74371045,RD,Hydrocarbon exploration,Closed-in,Gas,Deviated,Amoco Netherlands Petroleum Company,KCA Deutag Drilling Ltd,T-14,1975-04-10,1975-05-14,2588,Kelly Bushing,2362.65,2358.9,719.71,656.57,Alkmaar,ALK,,,,,,No,No,0,0
ALM-01,ALM-01,51.77270583,4.99356463,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,National 80,1970-08-27,1970-09-27,2370,Rotary Table,2369.44,2363.84,7.22,25.12,,,,,,,,No,No,0,0
ALP-01,ALP-01,52.14530289,4.70553887,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Conrad Counterflush V,1948-11-22,1948-12-21,746.6,Rotary Table,746.6,746.37,,,,,,,,,,No,No,0,0
ALT-01,ALT-01,51.85053887,5.55149661,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Erdöl Niederlande,Bataafse Petroleum Maatschappij,Conrad Counterflush,1944-03-20,1944-04-25,654,Rotary Table,654,647,,,,,,,,,,No,No,0,0
AME-01,AME-01,53.46607447,5.95887818,RD,Hydrocarbon exploration,Abandoned,Gas,Vertical,Mobil Producing Netherlands Inc.,Santa Fe Drilling Company,Rig No. 61,1964-04-24,1964-10-20,3673.2,Kelly Bushing,3673.2,3659.25,,,,,,,,,,No,No,0,0
AME-101,AME-101,53.46507833,5.92099612,RD,Hydrocarbon evaluation,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,FVM,1982-11-25,1983-02-10,3715,Rotary Table,3520.66,3509.21,208.71,-561.54,Ameland-Oost,AME,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
AME-102,AME-102,53.46512922,5.9204002,RD,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,N1320,1983-02-13,1983-02-28,1716,Rotary Table,1587.02,1575.54,120.76,-415.42,Ameland-Oost,AME,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
AML-01,AML-01,53.4574718,5.74284245,RD,Hydrocarbon exploration,Abandoned,Gas and oil shows,Vertical,American Ovearseas Petroleum Limited,KCA Deutag,Emsco 800,1963-10-07,1964-03-07,3839,Kelly Bushing,3839,3830.91,,,,,,,,,,No,No,0,0
AML-02,AML-02,53.46022121,5.83449007,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,American Overseas Petroleum Limited,KCA Deutag,Emsco 800,1964-03-26,1964-07-07,3623,Kelly Bushing,3623,3615.3,,,,,,,,,,No,No,0,0
AME-201,AME-201,53.48360156,5.86685561,ED50-GEOGR,Hydrocarbon evaluation,Producing/Injecting,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1978-06-17,1978-10-15,3630,Rotary Table,3426.02,3401.72,341.85,-715.43,Ameland-Oost,AME,,,,,,No,No,0,0
AMN-01,AMN-01,53.52091797,5.94033989,RD,Hydrocarbon exploration,Abandoned,Gas,Vertical,Mobil Producing Netherlands Inc.,Santa Fe Drilling Company,Rig No. 61,1965-01-09,1965-06-02,3593.5,Kelly Bushing,3590.79,3565.33,-5.92,-7.84,Ameland-Noord,AMN,Nederlandse Aardolie Maatschappij B.V.,Gas,Temporarily abandoned,,,Yes,No,1,0
AMN-02,AMN-02,53.52294609,5.92426002,RD,Hydrocarbon evaluation,Suspended,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1981-05-25,1981-06-28,1952,Rotary Table,1890.24,1867.24,-107.75,357.15,Ameland-Noord,AMN,Nederlandse Aardolie Maatschappij B.V.,Gas,Temporarily abandoned,M09,358.903956479,Yes,Yes,1,1
AMN-03,AMN-03,53.52294607,5.92426605,RD,Hydrocarbon evaluation,Suspended,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1981-07-01,1981-07-29,1934,Rotary Table,1873.98,1850.98,-56.21,283.77,Ameland-Noord,AMN,Nederlandse Aardolie Maatschappij B.V.,Gas,Temporarily abandoned,M09,358.903956479,Yes,Yes,1,1
AMO-01,AMO-01,52.36313965,6.73652033,RD,Hydrocarbon exploration,Abandoned,Technical failure,Vertical,Erdöl Niederlande,Bataafse Petroleum Maatschappij,Elwerath M27,1943-07-08,1943-09-11,617,Rotary Table,617,601,,,,,,,,,,No,No,0,0
AMO-02,AMO-02,52.35607145,6.63227209,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Erdöl Niederlande,Bataafse Petroleum Maatschappij,Elwerath III,1943-12-14,1944-03-04,584,Rotary Table,584,572,,,,,,,,,,No,No,0,0
AMO-03,AMO-03,52.35920369,6.64504362,RD,Hydrocarbon exploration,Abandoned,Oil shows,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V., ,1954-08-22,1954-11-12,1548.5,Rotary Table,1547.62,1533.06,-1.53,46.15,,,,,,,,No,No,0,0
AMO-04,AMO-04,52.36351998,6.71625155,RD,Hydrocarbon exploration,Abandoned,Gas and oil shows,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1956-01-18,1956-04-15,1199.5,Rotary Table,1199.29,1182.41,-0.55,16.73,,,,,,,,No,No,0,0
AMR-01,AMR-01,53.3008271,6.90509539,RD,Hydrocarbon evaluation,Closed-in,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1972-03-28,1972-05-15,2974,Rotary Table,2971.55,2966.46,61.9,45.01,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-02,AMR-02,53.30020722,6.90929869,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1973-05-17,1973-06-13,3002,Rotary Table,2975.5,2969.66,173.87,159.57,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-03,AMR-03,53.3002047,6.90824836,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1973-01-26,1973-02-24,3011,Rotary Table,2976.23,2971.12,232.15,151.18,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-04,AMR-04,53.30020217,6.90719863,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1973-02-25,1973-03-22,3015,Rotary Table,2973.52,2968.42,272.95,148.59,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-05-S2,AMR-05-S2,53.30019954,6.90614874,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1973-04-16,1973-05-05,3071,Rotary Table,2967.71,2962.52,293.44,354.33,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-06,AMR-06,53.30019699,6.90509886,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1973-05-06,1973-06-08,3095,Rotary Table,2962.49,2957.29,115.23,467.55,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-07,AMR-07,53.30019426,6.90404897,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1973-06-09,1973-07-09,3095,Rotary Table,2974.25,2969.1,69.58,515.73,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-08,AMR-08,53.30082965,6.90614499,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1973-01-13,1973-02-13,2995,Rotary Table,2972.31,2966.44,183.42,128.23,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-09,AMR-09,53.30083228,6.90719459,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1973-02-13,1973-03-16,3046,Rotary Table,2982.92,2977.15,110.33,345.19,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-10,AMR-10,53.30083482,6.90824404,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1973-03-17,1973-04-14,3105,Rotary Table,2981.81,2975.99,427.75,242.75,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
AMR-11,AMR-11,53.30083734,6.90929364,RD,Hydrocarbon development,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1973-04-15,1973-05-16,2981,Rotary Table,2973.95,2968.11,21.56,124.91,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ANA-01,ANA-01,53.08546085,6.78742267,RD,Hydrocarbon exploration,Abandoned,Oil and gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1961-11-04,1962-03-08,3014.5,Rotary Table,3012.19,3004.82,-55.68,55.36,Annerveen,AVN,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Depleted,,,Yes,No,1,0
AND-01,AND-01,51.77670848,5.05025411,RD,Hydrocarbon exploration,Abandoned,Oil,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1949-03-31,1949-10-27,1980.5,Rotary Table,1980.15,1977.13,-1.06,32.28,,,,,,,,No,No,0,0
AND-02,AND-02,51.76309476,5.07435309,RD,Hydrocarbon exploration,Abandoned,Oil,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1953-01-08,1953-05-27,1719,Rotary Table,1718.25,1712.59,0.78,33.57,,,,,,,,No,No,0,0
AND-03-S2,AND-03-S2,51.76306186,5.07377969,RD,Hydrocarbon development,Abandoned,Oil,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,H 30 S,1955-04-02,1955-05-03,1263,Rotary Table,1262.9,1259.66,4.38,9.24,,,,,,,,No,No,0,0
AND-04,AND-04,51.76780937,5.05830654,RD,Hydrocarbon development,Abandoned,Oil shows,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1953-06-05,1953-10-15,1926.5,Rotary Table,1925.77,1920.62,-1.33,40.46,,,,,,,,No,No,0,0
AND-05,AND-05,51.76804733,5.07743889,RD,Hydrocarbon development,Abandoned,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1953-06-10,1953-08-26,1554,Rotary Table,1553.65,1550.58,-0.95,28.82,Andel-6 (Wijk & Aalburg),WAA,Vermilion Energy Netherlands B.V.,Gas,Temporarily abandoned,,,Yes,No,1,0
ANL-01,ANL-01,53.03210562,6.69173881,RD,Hydrocarbon exploration,Abandoned,Oil and gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1964-10-23,1965-04-13,3817,Rotary Table,3805.83,3788.88,42.75,-8,,,,,,,,No,No,0,0
ANN-01,ANN-01,53.08718686,6.78398792,RD,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1972-11-21,1973-01-12,3057,Rotary Table,3053.75,3045.39,-86.42,70.68,Annerveen,AVN,,,,,,No,No,0,0
ANN-OBS,ANN-OBS,53.08742925,6.78209069,RD,Observation,Suspended,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,H 30 S,1975-12-11,1975-12-17,405,Rotary Table,405,397.16,0.61,0.27,,,,,,,,No,No,0,0
ANN-02,ANN-02,53.08696327,6.78313987,RD,Hydrocarbon development,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1973-01-30,1973-03-11,3071,Rotary Table,3013.87,3005.48,-98.14,399.51,Annerveen,AVN,,,,,,No,No,0,0
ANN-04-S1,ANN-04-S1,53.08613484,6.78259989,RD,Hydrocarbon development,Plugged,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1973-06-09,1973-09-12,3096,Rotary Table,3041.53,3033.17,191.01,-461.1,Annerveen,AVN,,,,,,No,No,0,0
ANS-01,ANS-01,53.07342316,6.71732756,RD,Hydrocarbon evaluation,Suspended,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1970-08-15,1970-11-06,3190,Rotary Table,3187.13,3178.44,-83.02,10.47,,,,,,,,No,No,0,0
ANV-01,ANV-01,53.08903841,6.91607162,RD,Hydrocarbon exploration,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1969-01-23,1969-03-06,3217,Rotary Table,3213.58,3203.78,-27.43,76.93,Aardgasbuffer Zuidwending,ZWD-UGS,EnergyStock B.V.,Gas,Gas storage,,,Yes,No,1,0
ANV-02,ANV-02,53.08880928,6.91583589,RD,Hydrocarbon evaluation,Plugged back and sidetracked,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1982-09-06,1982-10-18,3116,Rotary Table,3007.23,2999.68,41.97,-588.19,Aardgasbuffer Zuidwending,ZWD-UGS,EnergyStock B.V.,Gas,Gas storage,,,Yes,No,1,0
ANV-02-S2,ANV-02-S2,53.08880928,6.91583589,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1982-12-10,1983-01-21,3705,Rotary Table,3133.05,3125.5,-1428.48,-583.12,Aardgasbuffer Zuidwending,ZWD-UGS,EnergyStock B.V.,Gas,Gas storage,,,Yes,No,1,0
ANV-03,ANV-03,53.07959633,6.88030467,RD,Hydrocarbon evaluation,Observing,Gas shows,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1983-04-10,1983-06-17,3200,Rotary Table,3146.78,3137.95,164.2,-348.89,Annerveen,AVN,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Depleted,,,Yes,No,1,0
APN-01,APN-01,52.22766091,6.02357006,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,British Petroleum Exploratie Maatschappij Nederland B.V.,KCA Deutag, ,1971-09-11,1971-10-10,1553,Rotary Table,1553,1541.44,,,,,,,,,,No,No,0,0
APS-01,APS-01,52.96552118,6.41661746,RD,Hydrocarbon exploration,Suspended,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1970-11-30,1971-01-08,3000,Rotary Table,2999.62,2981.69,20.13,16.54,Appelscha,APS,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ASN-01,ASN-01,53.00434842,6.52734155,RD,Hydrocarbon exploration,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1982-03-09,1982-06-12,3750,Rotary Table,3450.11,3431.87,1236.17,-302.65,Assen,ASN,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
AST-01,AST-01,51.39579486,5.78968568,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1953-06-14,1953-10-25,2664.2,Rotary Table,2663.09,2631.49,-1.56,47.95,,,,,,,,No,No,0,0
AWG-01,AWG-01,53.49960616,5.93170393,RD,Hydrocarbon evaluation,Abandoned,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Transocean Drilling Ltd.,Transocean I,1975-07-28,1975-11-04,3512,Rotary Table,3510.11,3487.66,-48.25,10.32,Ameland-Westgat,AWG,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
BAC-01,BAC-01,52.5633566,4.66442847,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 55,1964-10-27,1964-12-17,2282.5,Rotary Table,2280.68,2274.14,-3,-58.72,,,,,,,,No,No,0,0
BAR-NE-01,BAR-NE-01,53.24161361,5.52739018,RD,Salt exploration,Abandoned,Salt,Deviated,Shell Delfstoffen Nederland B.V.,Wagenborg Foxdrill B.V.,Ideco Super 7-11,1970-04-16,1970-06-29,2553.5,Rotary Table,2516.4,2509.95,3.94,-123.96,,,,,,,,No,No,0,0
BAR-NE-02,BAR-NE-02,53.24185875,5.52722861,RD,Salt mining development,Abandoned,Salt,Deviated,Shell Delfstoffen Nederland B.V.,Wagenborg Foxdrill B.V.,Ideco Super 7-11,1970-06-27,1970-08-13,2357,Rotary Table,2315.04,2308.59,3.26,-380.85,,,,,,,,No,No,0,0
BDK-01-S3,BDK-01-S3,53.31612171,5.670864,RD,Hydrocarbon exploration,Abandoned,Gas shows,Deviated,American Overseas Petroleum Ltd.,Société de Forages Petroliers Languedocienne Forenco,National 100,1964-07-24,1964-08-16,3147,Kelly Bushing,3141.08,3134.67,-38.14,75.57,,,,,,,,No,No,0,0
BDM-01,BDM-01,53.3004005,6.56590324,RD,Hydrocarbon evaluation,Producing/Injecting,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1977-03-07,1977-05-13,3566,Rotary Table,3403.35,3396.65,-307.7,-822.43,Bedum,BDM,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
BEE-12,BEE-12,51.26584059,6.06821367,RD,Coal exploration,Abandoned,Coal,Vertical,ROVD,Mynbouwkundige werken Heerlen, ,1910-07-01,1910-08-01,1036.09,Rotary Table,1036.09,1010.49,,,,,,,,,,No,No,0,0
BEE-72,BEE-72,51.2738453,6.04874249,RD,Coal exploration,Abandoned,Coal,Vertical,DSM,"Fa. C. Deilmann, Bentheim", ,1954-03-17,1954-09-17,1234.1,Rotary Table,1234.1,1206.95,,,,,,,,,,No,No,0,0
BEI-01,BEI-01,52.80648145,6.51685674,RD,Hydrocarbon exploration,Abandoned,Gas and oil shows,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1951-06-02,1952-04-24,2943,Drill Floor,2942.14,2917.27,-1.98,59.58,,,,,,,,No,No,0,0
BEI-02,BEI-02,52.81109373,6.51234056,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Boormaatschappij N.V. (Drilvo),Ideal 50,1954-05-29,1954-06-20,909,Rotary Table,908.89,891.99,-0.44,13.12,,,,,,,,No,No,0,0
BEN-01,BEN-01,52.0740607,4.55941628,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Conrad Counterflush,1948-04-23,1948-06-04,724.5,Rotary Table,724.5,726.58,,,,,,,,,,No,No,0,0
BER-01,BER-01,52.65888404,4.66622883,RD,Hydrocarbon exploration,Abandoned,Technical failure,Vertical,Amoco Netherlands Petroleum Company, , ,1964-12-03,1964-12-10,192,Rotary Table,192,188.1,,,,,,,,,,No,No,0,0
BER-01-A,BER-01-A,52.65889284,4.66619913,RD,Hydrocarbon exploration,Abandoned,Technical failure,Deviated,Amoco Netherlands Petroleum Company, , ,1964-12-15,1965-04-23,2857,Rotary Table,2371.65,2366.57,-1009.89,1018.95,,,,,,,,No,No,0,0
BER-01-A-S1,BER-01-A-S1,52.65889284,4.66619913,RD,Hydrocarbon exploration,Abandoned,Gas,Deviated,Amoco Netherlands Petroleum Company, , ,1965-04-28,1965-06-16,2571,Rotary Table,2158.67,2153.59,-916.15,909.53,,,,,,,,No,No,0,0
ARV-01,ARV-01,52.16162393,4.74014724,RD,Hydrocarbon exploration,Abandoned,Oil shows,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-1301,1975-11-22,1976-01-23,2550,Rotary Table,2541.13,2540.08,111.32,19.36,,,,,,,,No,No,0,0
BER-02,BER-02,52.66628897,4.63280194,RD,Hydrocarbon evaluation,Closed-in,Gas,Deviated,Amoco Netherlands Petroleum Company,Forex,IDECO Forex Neptune No. 4,1976-01-01,1976-04-01,2633,Kelly Bushing,2097.75,2086.9,856.75,1181.9,Bergen,BER,,,,,,No,No,0,0
BER-03,BER-03,52.66628869,4.63275759,RD,Hydrocarbon evaluation,Producing/Injecting,Gas,Deviated,Amoco Netherlands Petroleum Company,Forex,IDECO Forex Neptune No. 4,1976-04-03,1976-10-10,3023,Kelly Bushing,2160.45,2149.6,233.65,1878.53,Bergen,BER,,,,,,No,No,0,0
BER-04,BER-04,52.66628841,4.63271325,RD,Hydrocarbon evaluation,Producing/Injecting,Gas,Deviated,Amoco Netherlands Petroleum Company,Forex,IDECO Forex Neptune No. 4,1976-10-11,1976-11-15,2745,Kelly Bushing,2130.49,2119.64,451.89,1486.19,Bergen,BER,,,,,,No,No,0,0
BFD-14,BFD-14,51.30936497,6.11002342,RD,Coal exploration,Abandoned,Coal,Vertical,ROVD,Ned.Mij Mijnb.Werken, ,1911-01-03,1911-09-11,1202,Rotary Table,1202,1178.72,,,,,,,,,,No,No,0,0
BGM-01,BGM-01,52.65076417,4.71719242,RD,Hydrocarbon exploration,Observing,Gas,Vertical,Amoco Netherlands Petroleum Company,KCA Deutag Drilling Ltd,Emsco 800,1969-06-26,1969-08-16,2314,Kelly Bushing,2312.68,2308.2,-18.12,-39.9,Bergermeer,BGM,TAQA Onshore B.V.,Gas,Gas storage,,,Yes,No,1,0
BGM-02,BGM-02,52.65066302,4.71736929,RD,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Amoco Netherlands Petroleum Company,KCA Deutag Drilling Ltd,National 80 B,1970-04-26,1970-07-10,2661,Kelly Bushing,2272.82,2268.01,780.47,-1071.29,Bergermeer,BGM,TAQA Onshore B.V.,Gas,Gas storage,,,Yes,No,1,0
BGM-03,BGM-03,52.65051251,4.71752425,RD,Hydrocarbon evaluation,Plugged back and sidetracked,Gas shows,Deviated,Amoco Netherlands Petroleum Co.,Deutag Tiefbohr A.G.,T-14,1972-01-02,1972-02-15,2960,Kelly Bushing,2252.8,2248.38,-1147.55,1268.33,Bergermeer,BGM,TAQA Onshore B.V.,Gas,Gas storage,,,Yes,No,1,0
